UF;Município;Região Turística;Domésticos;Internacionais;Estabelecimentos;Empregos;Arrecadação de Impostos;Categoria
RS;Ibiaçá;Rota das Araucárias;12.041;0;1;4;0.0;D
RS;Ibiraiaras;Rota das Araucárias;0;0;1;9;0.0;D
RS;Ibirapuitã;Alto da Serra do Botucaraí;0;207;0;0;0.0;D
RS;Ibirubá;Rota das Terras Encantadas;0;77;6;20;0.0;D
RS;Igrejinha;Vale do Paranhana;0;159;2;21;0.0;D
RS;Ilópolis;Vale do Taquari;0;0;0;0;0.0;D
RS;Imbé;Litoral Norte Gaúcho;76.217;8.256;10;77;514536.0;C
RS;Imigrante;Vale do Taquari;0;75;0;0;0.0;D
RS;Independência;Rota do Rio Uruguai;0;0;0;0;0.0;E
RS;Inhacorá;Rota do Yucumã;0;0;0;0;0.0;E
RS;Ipê;Campos de Cima da Serra;0;0;0;0;0.0;E
RS;Ipiranga do Sul;Rota Termas e Lagos;8.042;0;0;0;0.0;D
RS;Iraí;Rota Águas e Pedras;0;0;5;35;0.0;D
RS;Itaara;Central;0;0;0;0;0.0;D
RS;Itapuca;Vale do Taquari;0;0;0;0;0.0;E
RS;Itaqui;Fronteira;12.104;0;5;14;0.0;D
RS;Itati;Litoral Norte Gaúcho;0;0;0;0;0.0;E
RS;Itatiba do Sul;Rota Termas e Lagos;0;0;0;0;0.0;E
RS;Ivorá;Região Turística da Quarta Colônia;0;0;0;0;0.0;E
RS;Ivoti;Vale Germânico;0;67;3;8;0.0;D
RS;Jacutinga;Rota Termas e Lagos;0;0;0;0;0.0;D
RS;Jaguarão;Costa Doce Gaúcha;61.472;1.828;12;44;542891.0;C
RS;Jaguari;Vale do Jaguarí;2.236;0;0;0;0.0;D
RS;Jaquirana;Campos de Cima da Serra;0;0;1;1;0.0;D
RS;Jóia;Rota das Águas,Culturas e Sabores;3.026;0;0;0;0.0;D
RS;Júlio de Castilhos;Central;0;0;1;5;0.0;D
RS;Lagoa Bonita do Sul;Centro-Serra;0;0;0;0;0.0;E
RS;Lagoa dos Três Cantos;Rota das Terras Encantadas;0;0;0;0;0.0;D
RS;Lagoa Vermelha;Rota das Araucárias;648;3.912;7;50;0.0;C
RS;Lajeado;Vale do Taquari;110.079;926;11;152;1397782.0;B
RS;Lavras do Sul;Pampa Gaúcho;1.329;72;2;4;0.0;D
RS;Lindolfo Collor;Vale Germânico;0;0;0;0;0.0;E
RS;Linha Nova;Vale da Felicidade;0;0;0;0;0.0;D
RS;Machadinho;Rota das Araucárias;0;0;2;6;0.0;D
RS;Mampituba;Litoral Norte Gaúcho;0;0;0;0;0.0;E
RS;Manoel Viana;Fronteira;0;0;2;10;0.0;D
RS;Maquiné;Litoral Norte Gaúcho;1.125;91;1;2;0.0;D
RS;Maratá;Vale da Felicidade;0;121;0;0;0.0;D
RS;Marau;Uva e Vinho;13.498;471;8;32;270838.0;C
RS;Marcelino Ramos;Rota Termas e Lagos;3.347;0;6;56;0.0;C
RS;Mariana Pimentel;Costa Doce Gaúcha;8.236;0;1;5;0.0;D
RS;Mariano Moro;Rota Termas e Lagos;11.214;121;0;0;0.0;D
RS;Marques de Souza;Vale do Taquari;0;0;0;0;0.0;E
RS;Mata;Vale do Jaguarí;0;0;1;5;0.0;D
RS;Mato Leitão;Vale do Rio Pardo;0;0;0;0;0.0;E
RS;Mato Queimado;Rota Missões;0;0;0;0;0.0;E
RS;Maximiliano de Almeida;Rota das Araucárias;0;75;0;0;0.0;D
RS;Minas do Leão;Imperial Carbonífera;0;0;1;2;0.0;D
RS;Miraguaí;Rota do Yucumã;14.888;0;0;0;0.0;D
RS;Monte Alegre dos Campos;Campos de Cima da Serra;0;0;0;0;0.0;E
RS;Monte Belo do Sul;Uva e Vinho;0;0;1;1;0.0;D
RS;Montenegro;Vale da Felicidade;48.557;461;5;44;523740.0;C
RS;Morrinhos do Sul;Litoral Norte Gaúcho;0;0;0;0;0.0;E
RS;Morro Redondo;Costa Doce Gaúcha;14.888;0;1;4;0.0;D
RS;Morro Reuter;Vale Germânico;0;92;1;2;0.0;D
RS;Mostardas;Litoral Norte Gaúcho;16.472;535;5;5;0.0;D
RS;Muçum;Vale do Taquari;648;0;0;0;0.0;D
RS;Muitos Capões;Campos de Cima da Serra;0;0;0;0;0.0;E
RS;Não-Me-Toque;Rota das Terras Encantadas;51.337;324;3;24;0.0;C
RS;Nicolau Vergueiro;Alto da Serra do Botucaraí;0;0;0;0;0.0;E
RS;Nonoai;Rota Águas e Pedras;26.159;0;4;11;0.0;D
RS;Nova Araçá;Uva e Vinho;0;0;2;3;0.0;D
RS;Nova Bassano;Uva e Vinho;0;128;2;4;0.0;D
RS;Nova Candelária;Rota do Rio Uruguai;0;0;0;0;0.0;E
RS;Nova Esperança do Sul;Vale do Jaguarí;0;0;1;3;0.0;D
RS;Nova Hartz;Vale Germânico;0;0;1;5;0.0;D
RS;Nova Pádua;Uva e Vinho;0;143;1;1;0.0;D
RS;Nova Palma;Região Turística da Quarta Colônia;29.776;0;1;0;0.0;D
RS;Nova Petrópolis;Hortênsias;46.896;2.676;15;108;1264152.0;C
RS;Nova Prata;Uva e Vinho;2.236;1.098;3;39;0.0;D
RS;Nova Roma do Sul;Uva e Vinho;1.125;0;2;2;0.0;D
RS;Novo Cabrais;Centro-Serra;0;0;0;0;0.0;E
RS;Novo Hamburgo;Vale Germânico;99.118;11.382;13;139;2829017.0;B
RS;Novo Tiradentes;Rota Águas e Pedras;0;0;0;0;0.0;E
RS;Osório;Litoral Norte Gaúcho;45.900;4.704;7;26;0.0;C
RS;Paim Filho;Rota das Araucárias;0;0;0;0;0.0;D
RS;Palmeira das Missões;Cultura e Tradição;44.319;0;4;18;0.0;C
RS;Palmitinho;Rota Águas e Pedras;8.236;0;2;7;0.0;D
RS;Pantano Grande;Vale do Rio Pardo;2.236;2.580;1;6;0.0;D
RS;Paraíso do Sul;Central;0;0;0;0;0.0;E
RS;Pareci Novo;Vale da Felicidade;0;0;0;0;0.0;E
RS;Passa Sete;Centro-Serra;0;0;1;3;0.0;D
RS;Passo do Sobrado;Vale do Rio Pardo;0;0;0;0;0.0;E
RS;Passo Fundo;Cultura e Tradição;349.768;15.940;23;392;6340243.0;B
RS;Paverama;Vale do Taquari;0;81;0;0;0.0;D
RS;Pelotas;Costa Doce Gaúcha;283.409;30.651;34;415;4891698.0;B
RS;Picada Café;Hortênsias;3.026;0;2;4;0.0;D
RS;Pinhal;Rota Águas e Pedras;54.270;228;0;0;0.0;C
RS;Pinhal da Serra;Campos de Cima da Serra;0;0;1;1;0.0;D
RS;Pinhal Grande;Região Turística da Quarta Colônia;0;0;0;0;0.0;E
RS;Pinheirinho do Vale;Rota Águas e Pedras;0;0;0;0;0.0;E
RS;Pinto Bandeira;Uva e Vinho;0;0;1;1;0.0;D
RS;Piratini;Costa Doce Gaúcha;0;0;2;6;0.0;D
RS;Planalto;Rota Águas e Pedras;8.042;0;2;7;0.0;D
RS;Poço das Antas;Vale do Taquari;0;0;0;0;0.0;E
RS;Ponte Preta;Rota Termas e Lagos;0;0;0;0;0.0;E
RS;Portão;Vale da Felicidade;0;457;2;17;0.0;D
RS;Porto Alegre;Delta do Jacuí;3.020.513;176.836;133;2.875;598000000000000,00;A
RS;Porto Lucena;Rota do Rio Uruguai;1.125;0;0;0;0.0;D
RS;Porto Mauá;Rota do Rio Uruguai;0;0;0;0;0.0;E
RS;Porto Vera Cruz;Rota do Rio Uruguai;0;0;0;0;0.0;E
RS;Porto Xavier;Rota Missões;0;731;3;3;0.0;D
RS;Pouso Novo;Vale do Taquari;0;0;1;4;0.0;D
RS;Presidente Lucena;Vale Germânico;0;0;0;0;0.0;E
RS;Progresso;Vale do Taquari;0;0;0;0;0.0;E
RS;Protásio Alves;Uva e Vinho;0;0;0;0;0.0;E
RS;Putinga;Vale do Taquari;0;0;0;0;0.0;E
RS;Quaraí;Fronteira;2.236;366;3;28;0.0;D
RS;Quinze de Novembro;Rota das Terras Encantadas;0;0;1;3;0.0;D
RS;Redentora;Rota do Yucumã;8.236;0;0;0;0.0;D
RS;Relvado;Vale do Taquari;0;75;0;0;0.0;D
RS;Restinga Sêca;Região Turística da Quarta Colônia;38.011;127;1;1;0.0;D
RS;Rio dos Índios;Rota Águas e Pedras;0;0;0;0;0.0;E
RS;Rio Grande;Costa Doce Gaúcha;696.471;33.288;33;338;3598486.0;B
RS;Riozinho;Vale do Paranhana;0;0;0;0;0.0;E
RS;Roca Sales;Vale do Taquari;0;0;0;0;0.0;E
RS;Rodeio Bonito;Rota Águas e Pedras;0;0;2;5;0.0;D
RS;Rolante;Vale do Paranhana;2.236;0;1;1;0.0;D
RS;Roque Gonzales;Rota Missões;0;0;1;3;0.0;D
RS;Rosário do Sul;Fronteira;49.939;4.385;7;54;0.0;C
RS;Saldanha Marinho;Rota das Terras Encantadas;0;0;0;0;0.0;E
RS;Salto do Jacuí;Rota das Terras Encantadas;0;0;1;3;0.0;D
RS;Salvador das Missões;Rota Missões;0;0;0;0;0.0;E
RS;Salvador do Sul;Vale da Felicidade;0;79;1;0;0.0;D
RS;Sananduva;Rota das Araucárias;0;281;1;11;0.0;D
RS;Santa Bárbara do Sul;Rota das Terras Encantadas;1.125;0;5;6;0.0;D
RS;Santa Clara do Sul;Vale do Taquari;0;0;0;0;0.0;E
RS;Santa Cruz do Sul;Vale do Rio Pardo;102.289;5.505;16;134;2254033.0;B
RS;Santa Margarida do Sul;Fronteira;0;0;0;0;0.0;E
RS;Santa Maria;Central;428.404;9.873;21;358;5217749.0;B
RS;Santa Maria do Herval;Vale Germânico;6.776;0;0;0;0.0;D
RS;Sant'Ana do Livramento;Pampa Gaúcho;175.810;5.256;24;310;3522952.0;B
RS;Santa Rosa;Rota do Rio Uruguai;110.191;1.278;8;82;925611.0;C
RS;Santa Tereza;Uva e Vinho;0;252;0;0;0.0;D
RS;Santa Vitória do Palmar;Costa Doce Gaúcha;51.427;6.850;10;32;288816.0;C
RS;Santiago;Vale do Jaguarí;29.929;91;4;45;561064.0;D
RS;Santo Ângelo;Rota Missões;53.415;2.643;8;64;785772.0;C
RS;Santo Antônio da Patrulha;Litoral Norte Gaúcho;23.124;145;4;23;0.0;D
RS;Santo Antônio das Missões;Rota Missões;0;0;0;0;0.0;E
RS;Santo Augusto;Rota do Yucumã;61.826;0;2;4;0.0;C
RS;Santo Cristo;Rota do Rio Uruguai;435;100;5;18;0.0;D
RS;Santo Expedito do Sul;Rota das Araucárias;0;0;0;0;0.0;E
RS;São Borja;Rota Missões;39.785;5.760;13;75;448070.0;C
RS;São Francisco de Assis;Vale do Jaguarí;2.236;874;1;1;0.0;D
RS;São Francisco de Paula;Hortênsias;10.056;406;13;73;937118.0;C
RS;São Gabriel;Fronteira;114.291;28.062;13;93;1735484.0;B
RS;São Jerônimo;Imperial Carbonífera;14.888;121;2;8;0.0;D
RS;São João da Urtiga;Rota das Araucárias;10.609;0;0;0;0.0;D
RS;São João do Polêsine;Região Turística da Quarta Colônia;0;0;2;7;0.0;D
RS;São José do Herval;Alto da Serra do Botucaraí;0;0;0;0;0.0;E
RS;São José do Hortêncio;Vale Germânico;0;0;0;0;0.0;E
RS;São José do Inhacorá;Rota do Rio Uruguai;0;731;0;0;0.0;D
RS;São José do Norte;Costa Doce Gaúcha;0;366;3;2;0.0;D
RS;São José do Ouro;Rota das Araucárias;0;0;1;2;0.0;D
RS;São José dos Ausentes;Campos de Cima da Serra;1.125;2.080;4;5;0.0;D
RS;São José do Sul;Vale da Felicidade;0;0;0;0;0.0;E
RS;São Leopoldo;Vale Germânico;122.661;3.536;11;120;3340091.0;B
RS;São Lourenço do Sul;Costa Doce Gaúcha;118.687;2.481;11;53;281558.0;C
RS;São Luiz Gonzaga;Rota Missões;26.480;0;6;24;0.0;C
RS;São Marcos;Uva e Vinho;24.956;188;2;19;0.0;D
RS;São Martinho;Rota do Yucumã;0;91;0;0;0.0;D
RS;São Martinho da Serra;Central;0;224;0;0;0.0;D
RS;São Miguel das Missões;Rota Missões;1.125;898;2;32;0.0;D
RS;São Nicolau;Rota Missões;0;0;0;0;0.0;D
RS;São Paulo das Missões;Rota Missões;0;636;0;0;0.0;D
RS;São Pedro da Serra;Vale da Felicidade;0;0;0;0;0.0;E
RS;São Pedro do Butiá;Rota Missões;3.026;51;0;0;0.0;D
RS;São Pedro do Sul;Central;8.236;100;4;20;0.0;D
RS;São Sebastião do Caí;Vale da Felicidade;2.236;200;1;7;0.0;D
RS;São Sepé;Central;30.113;731;2;19;0.0;D
RS;São Valentim do Sul;Uva e Vinho;0;0;0;0;0.0;E
RS;São Vendelino;Uva e Vinho;0;75;0;0;0.0;D
RS;Sapiranga;Vale Germânico;24.956;773;4;23;0.0;D
RS;Sapucaia do Sul;Delta do Jacuí;492;417;2;16;0.0;D
RS;Sarandi;Cultura e Tradição;41.241;276;6;16;0.0;C
RS;Seberi;Rota Águas e Pedras;0;0;2;5;0.0;D
RS;Segredo;Centro-Serra;0;0;0;0;0.0;E
RS;Selbach;Rota das Terras Encantadas;24.956;0;1;1;0.0;D
RS;Senador Salgado Filho;Rota do Rio Uruguai;0;0;0;0;0.0;E
RS;Serafina Corrêa;Uva e Vinho;0;0;2;15;0.0;D
RS;Sério;Vale do Taquari;0;0;0;0;0.0;E
RS;Sertão;Rota Termas e Lagos;0;81;0;0;0.0;D
RS;Sertão Santana;Costa Doce Gaúcha;0;0;0;0;0.0;E
RS;Silveira Martins;Região Turística da Quarta Colônia;8.236;0;1;2;0.0;D
RS;Sinimbu;Vale do Rio Pardo;0;122;1;0;0.0;D
RS;Sobradinho;Centro-Serra;0;91;3;9;0.0;D
RS;Soledade;Alto da Serra do Botucaraí;20.624;318;6;31;0.0;C
RS;Tapejara;Rota das Araucárias;10.496;913;4;24;0.0;D
RS;Tapera;Rota das Terras Encantadas;41.505;0;3;16;0.0;C
RS;Tapes;Costa Doce Gaúcha;5.584;0;3;16;0.0;D
RS;Taquari;Vale do Taquari;8.236;182;2;6;0.0;D
RS;Taquaruçu do Sul;Rota Águas e Pedras;14.888;0;0;0;0.0;D
RS;Teutônia;Vale do Taquari;14.973;0;4;17;0.0;D
RS;Tio Hugo;Rota das Terras Encantadas;0;0;0;0;0.0;D
RS;Tiradentes do Sul;Rota do Yucumã;0;0;0;0;0.0;E
RS;Toropi;Central;0;0;0;0;0.0;E
RS;Torres;Litoral Norte Gaúcho;354.626;90.900;43;491;2802456.0;B
RS;Tramandaí;Litoral Norte Gaúcho;324.818;13.531;17;106;957434.0;B
RS;Travesseiro;Vale do Taquari;0;0;0;0;0.0;E
RS;Três Arroios;Rota Termas e Lagos;0;0;0;0;0.0;E
RS;Três Cachoeiras;Litoral Norte Gaúcho;0;731;0;0;0.0;D
RS;Três Coroas;Vale do Paranhana;0;128;5;15;0.0;D
RS;Três de Maio;Rota do Rio Uruguai;14.032;376;3;20;0.0;D
RS;Três Forquilhas;Litoral Norte Gaúcho;0;0;0;0;0.0;E
RS;Três Passos;Rota do Yucumã;25.814;0;3;15;0.0;D
RS;Triunfo;Imperial Carbonífera;0;0;1;2;0.0;D
RS;Tucunduva;Rota do Rio Uruguai;0;747;0;0;0.0;D
RS;Tunas;Centro-Serra;0;0;0;0;0.0;E
RS;Tuparendi;Rota do Rio Uruguai;0;0;0;0;0.0;D
RS;Turuçu;Costa Doce Gaúcha;0;84;0;0;0.0;D
RS;União da Serra;Uva e Vinho;0;0;0;0;0.0;E
RS;Uruguaiana;Fronteira;67.243;14.090;20;188;2314966.0;B
RS;Vacaria;Campos de Cima da Serra;141.203;10.208;16;104;727315.0;B
RS;Vale do Sol;Vale do Rio Pardo;8.236;0;0;0;0.0;D
RS;Vale Verde;Vale do Rio Pardo;0;0;0;0;0.0;E
RS;Venâncio Aires;Vale do Rio Pardo;8.236;963;4;27;0.0;D
RS;Vera Cruz;Vale do Rio Pardo;0;75;1;4;0.0;D
RS;Veranópolis;Uva e Vinho;31.343;1.462;2;25;0.0;D
RS;Vespasiano Corrêa;Vale do Taquari;0;0;0;0;0.0;E
RS;Viadutos;Rota Termas e Lagos;0;0;0;0;0.0;E
RS;Viamão;Delta do Jacuí;54.526;458;5;107;830994.0;C
RS;Vicente Dutra;Rota Águas e Pedras;17.011;0;1;1;0.0;D
RS;Victor Graeff;Rota das Terras Encantadas;0;0;0;0;0.0;E
RS;Vila Flores;Uva e Vinho;0;0;0;0;0.0;D
RS;Vila Lângaro;Rota das Araucárias;0;0;0;0;0.0;E
RS;Vila Maria;Uva e Vinho;0;0;0;0;0.0;E
RS;Vista Alegre do Prata;Uva e Vinho;0;0;0;0;0.0;E
RS;Vista Gaúcha;Rota do Yucumã;0;0;0;0;0.0;E
RS;Vitória das Missões;Rota Missões;0;0;0;0;0.0;E
RS;Westfália;Vale do Taquari;14.888;0;0;0;0.0;D
RO;Alto Alegre dos Parecis;POLO TURÍSTICO ZONA DA MATA;0;0;0;0;0.0;E
RO;Ariquemes;POLO TURÍSTICO VALE DO JAMARI;3.371;1.326;20;135;739140.0;C
RO;Cacoal;POLO TURISTICO RIOS DE RONDON;98.548;363;16;174;866406.0;B
RO;Candeias do Jamari;Polo Turistico Madeira Mamoré;0;0;3;18;0.0;D
RO;Colorado do Oeste;POLO TURÍSTICO VALE DO GUAPORÉ;0;0;2;1;0.0;D
RO;Costa Marques;POLO TURÍSTICO REGIÃO DOS FORTES;1.548;0;2;3;0.0;D
RO;Ji-Paraná;POLO TURÍSTICO ROTA DAS ÁGUAS;35.172;1.741;21;177;974488.0;B
RO;Machadinho D'Oeste;POLO TURÍSTICO VALE DO JAMARI;7.054;140;6;22;0.0;D
RO;Mirante da Serra;POLO TURÍSTICO ROTA DAS ÁGUAS;25.258;120;2;4;0.0;D
RO;Nova União;POLO TURÍSTICO ROTA DAS ÁGUAS;0;0;1;7;0.0;D
RO;Pimenta Bueno;POLO TURISTICO RIOS DE RONDON;29.225;211;6;30;0.0;C
RO;Porto Velho;Polo Turistico Madeira Mamoré;494.534;5.512;68;550;4474482.0;A
RO;Rolim de Moura;POLO TURÍSTICO ZONA DA MATA;12.392;112;9;50;515728.0;C
RO;São Miguel do Guaporé;POLO TURÍSTICO REGIÃO DOS FORTES;34.080;236;2;8;0.0;D
RO;Vilhena;POLO TURÍSTICO VALE DO GUAPORÉ;53.400;948;21;151;627441.0;B
RR;Alto Alegre;Roraima, a Savana Amazônica;20.915;0;0;0;0.0;D
RR;Amajari;O Extremo Norte do Brasil;7.564;0;0;0;0.0;D
RR;Boa Vista;Roraima, a Savana Amazônica;475.033;9.669;26;272;2432889.0;A
RR;Bonfim;O Extremo Norte do Brasil;18.570;0;1;7;0.0;D
RR;Caracaraí;Águas e Florestas da Linha do Equador;26.645;0;3;2;0.0;D
RR;Caroebe;Águas e Florestas da Linha do Equador;10.843;0;0;0;0.0;D
RR;Normandia;O Extremo Norte do Brasil;5.659;0;2;4;0.0;D
RR;Pacaraima;O Extremo Norte do Brasil;15.873;0;4;6;0.0;D
SC;Abdon Batista;Vale dos Imigrantes;0;0;0;0;0.0;E
SC;Abelardo Luz;Grande Oeste;10.515;0;4;14;0.0;D
SC;Agrolândia;Caminhos do Alto Vale;0;0;0;0;0.0;D
SC;Agronômica;Caminhos do Alto Vale;0;0;0;0;0.0;E
SC;Água Doce;Vale dos Imigrantes;0;149;1;5;0.0;D
SC;Águas Mornas;Grande Florianópolis;2.236;0;1;76;0.0;D
SC;Alfredo Wagner;Grande Florianópolis;4.510;0;2;4;0.0;D
SC;Alto Bela Vista;Alto Uruguai Catarinense;0;0;0;0;0.0;E
SC;Anchieta;Caminhos da Fronteira;0;140;1;6;0.0;D
SC;Angelina;Grande Florianópolis;648;0;0;0;0.0;D
SC;Antônio Carlos;Grande Florianópolis;0;0;1;0;0.0;D
SC;Arabutã;Grande Oeste;8.236;0;0;0;0.0;D
SC;Araranguá;Caminho dos Canyons;34.015;3.044;8;34;342101.0;C
SC;Armazém;Fórum Turístico de Regionalização do Turismo;0;0;0;0;0.0;D
SC;Arroio Trinta;Vale dos Imigrantes;0;0;1;2;0.0;D
SC;Ascurra;Vale Europeu;0;0;1;1;0.0;D
SC;Atalanta;Caminhos do Alto Vale;0;0;0;0;0.0;E
SC;Aurora;Caminhos do Alto Vale;0;0;1;8;0.0;D
SC;Balneário Arroio do Silva;Caminho dos Canyons;16.278;126;2;9;0.0;D
SC;Balneário Barra do Sul;Caminho dos Príncipes;41.507;652;2;14;0.0;D
SC;Balneário Camboriú;Costa Verde & Mar;1.640.662;186.983;117;2.411;463000000000000,00;A
SC;Balneário Piçarras;Costa Verde & Mar;155.991;1.380;6;120;0.0;B
SC;Balneário Rincão;Fórum Turístico de Regionalização do Turismo;0;0;0;0;0.0;D
SC;Benedito Novo;Vale Europeu;0;0;1;3;0.0;D
SC;Blumenau;Vale Europeu;491.498;17.130;34;434;6133712.0;B
SC;Bocaina do Sul;Serra Catarinense;0;0;0;0;0.0;E
SC;Bombinhas;Costa Verde & Mar;395.872;245.813;132;995;115000000000000,00;A
SC;Bom Jesus;Grande Oeste;0;0;0;0;0.0;E
SC;Bom Retiro;Serra Catarinense;0;597;1;1;0.0;D
SC;Braço do Norte;Fórum Turístico de Regionalização do Turismo;1.963;280;1;15;0.0;D
SC;Brusque;Vale Europeu;87.413;1.135;9;148;1991248.0;C
SC;Caçador;CAMINHOS DO CONTESTADO;76.079;852;7;41;852473.0;C
SC;Caibi;Vale das Águas;0;516;0;0;0.0;D
SC;Camboriú;Costa Verde & Mar;0;0;3;31;0.0;D
SC;Campo Alegre;Caminho dos Príncipes;1.125;95;3;4;0.0;D
SC;Campo Erê;Grande Oeste;14.888;149;0;0;0.0;D
SC;Canoinhas;CAMINHOS DO CONTESTADO;19.204;917;7;62;792021.0;C
SC;Capinzal;Vale dos Imigrantes;8.635;182;3;23;0.0;D
SC;Caxambu do Sul;Vale das Águas;0;0;0;0;0.0;E
SC;Celso Ramos;Vale dos Imigrantes;9.361;9.305;0;0;0.0;D
SC;Chapadão do Lageado;Caminhos do Alto Vale;0;0;0;0;0.0;E
SC;Chapecó;Grande Oeste;234.259;8.134;29;427;6771846.0;B
SC;Concórdia;Alto Uruguai Catarinense;32.102;699;8;101;1002603.0;C
SC;Cordilheira Alta;Grande Oeste;0;0;0;0;0.0;E
SC;Criciúma;Fórum Turístico de Regionalização do Turismo;318.626;8.989;13;250;2863384.0;B
SC;Doutor Pedrinho;Vale Europeu;8.042;0;2;2;0.0;D
SC;Faxinal dos Guedes;Grande Oeste;0;0;1;1;0.0;D
SC;Florianópolis;Grande Florianópolis;3.338.541;852.570;275;3.715;456000000000000,00;A
SC;Forquilhinha;Fórum Turístico de Regionalização do Turismo;0;91;2;22;0.0;D
SC;Fraiburgo;Vale dos Imigrantes;17.923;369;4;96;0.0;C
SC;Garopaba;Grande Florianópolis;150.856;64.926;38;209;1147639.0;B
SC;Garuva;Caminho dos Príncipes;0;75;5;20;0.0;D
SC;Gaspar;Vale Europeu;52.791;367;6;430;0.0;B
SC;Grão-Pará;Fórum Turístico de Regionalização do Turismo;0;0;0;0;0.0;E
SC;Gravatal;Fórum Turístico de Regionalização do Turismo;43.070;129;5;331;0.0;B
SC;Guabiruba;Vale Europeu;0;0;0;0;0.0;E
SC;Guaraciaba;Caminhos da Fronteira;0;1.586;1;3;0.0;D
SC;Guatambú;Grande Oeste;0;0;0;0;0.0;E
SC;Herval d'Oeste;Vale dos Imigrantes;0;0;0;0;0.0;E
SC;Ibirama;Caminhos do Alto Vale;10.770;196;2;10;0.0;D
SC;Imbituba;Fórum Turístico de Regionalização do Turismo;40.471;17.100;72;460;4151959.0;B
SC;Imbuia;Caminhos do Alto Vale;0;0;0;0;0.0;E
SC;Indaial;Vale Europeu;6.294;576;4;22;0.0;D
SC;Iomerê;Vale dos Imigrantes;0;0;0;0;0.0;E
SC;Ipira;Alto Uruguai Catarinense;0;0;1;0;0.0;D
SC;Iporã do Oeste;Caminhos da Fronteira;0;233;1;5;0.0;D
SC;Ipuaçu;Grande Oeste;0;0;1;3;0.0;D
SC;Ipumirim;Grande Oeste;0;0;2;4;0.0;D
SC;Irani;Alto Uruguai Catarinense;33.982;0;2;6;0.0;D
SC;Irineópolis;CAMINHOS DO CONTESTADO;11.214;143;2;10;0.0;D
SC;Itá;Alto Uruguai Catarinense;16.765;0;5;172;0.0;C
SC;Itajaí;Costa Verde & Mar;197.409;8.487;28;322;4454299.0;B
SC;Itapema;Costa Verde & Mar;574.437;149.126;17;214;1522182.0;A
SC;Ituporanga;Caminhos do Alto Vale;1.125;507;3;2;0.0;D
SC;Jacinto Machado;Caminho dos Canyons;2.236;0;1;3;0.0;D
SC;Jaguaruna;Fórum Turístico de Regionalização do Turismo;20.944;1.598;2;6;0.0;D
SC;Joaçaba;Vale dos Imigrantes;84.066;753;7;80;945871.0;C
SC;Joinville;Caminho dos Príncipes;618.768;21.027;46;681;275000000000000,00;A
SC;Lages;Serra Catarinense;122.683;12.956;25;294;2543615.0;B
SC;Laguna;Fórum Turístico de Regionalização do Turismo;77.073;10.788;17;125;673969.0;B
SC;Lajeado Grande;Grande Oeste;0;91;0;0;0.0;D
SC;Laurentino;Caminhos do Alto Vale;0;0;0;0;0.0;E
SC;Lauro Müller;Fórum Turístico de Regionalização do Turismo;13.933;0;0;0;0.0;D
SC;Leoberto Leal;Caminhos do Alto Vale;0;0;0;0;0.0;E
SC;Lindóia do Sul;Grande Oeste;2.260;0;0;0;0.0;D
SC;Mafra;CAMINHOS DO CONTESTADO;10.515;347;4;48;0.0;D
SC;Major Gercino;Grande Florianópolis;0;0;0;0;0.0;E
SC;Maravilha;Vale das Águas;648;224;3;27;0.0;D
SC;Mirim Doce;Caminhos do Alto Vale;11.214;100;0;0;0.0;D
SC;Morro da Fumaça;Fórum Turístico de Regionalização do Turismo;0;198;0;0;0.0;D
SC;Morro Grande;Caminho dos Canyons;0;0;0;0;0.0;E
SC;Navegantes;Costa Verde & Mar;163.822;3.253;13;58;628509.0;B
SC;Nova Erechim;Vale das Águas;0;140;2;4;0.0;D
SC;Nova Trento;Grande Florianópolis;29.457;0;4;23;0.0;D
SC;Nova Veneza;Fórum Turístico de Regionalização do Turismo;9.283;64;6;36;0.0;C
SC;Orleans;Fórum Turístico de Regionalização do Turismo;18.061;264;2;21;0.0;D
SC;Ouro Verde;Grande Oeste;0;0;0;0;0.0;E
SC;Palhoça;Grande Florianópolis;60.528;15.984;17;133;1731379.0;B
SC;Palma Sola;Caminhos da Fronteira;0;188;0;0;0.0;D
SC;Passo de Torres;Caminho dos Canyons;0;2.126;0;0;0.0;D
SC;Penha;Costa Verde & Mar;144.918;5.781;41;248;2582275.0;B
SC;Peritiba;Alto Uruguai Catarinense;0;0;0;0;0.0;D
SC;Petrolândia;Caminhos do Alto Vale;0;0;0;0;0.0;E
SC;Pinheiro Preto;Vale dos Imigrantes;0;243;0;0;0.0;D
SC;Piratuba;Alto Uruguai Catarinense;182.086;0;14;453;7016657.0;B
SC;Pomerode;Vale Europeu;23.630;1.214;11;58;352328.0;C
SC;Porto Belo;Costa Verde & Mar;80.218;13.396;9;55;575841.0;C
SC;Porto União;CAMINHOS DO CONTESTADO;48.974;382;6;26;0.0;C
SC;Pouso Redondo;Caminhos do Alto Vale;8.042;122;3;65;0.0;D
SC;Praia Grande;Caminho dos Canyons;0;170;6;35;0.0;C
SC;Presidente Castello Branco;Alto Uruguai Catarinense;0;0;0;0;0.0;E
SC;Quilombo;Vale das Águas;0;0;1;3;0.0;D
SC;Rancho Queimado;Grande Florianópolis;1.773;0;2;8;0.0;D
SC;Rio do Sul;Caminhos do Alto Vale;79.760;1.063;11;86;1167243.0;C
SC;Rio Negrinho;Caminho dos Príncipes;3.410;743;6;24;0.0;D
