UF;Município;Região Turística;Domésticos;Internacionais;Estabelecimentos;Empregos;Arrecadação de Impostos;Categoria
MG;São Sebastião da Vargem Alegre;Serras e Cachoeiras;0;0;0;0;0.0;D
MG;São Sebastião do Maranhão;Trilhas do Rio Doce;0;182;0;0;0.0;D
MG;São Sebastião do Paraíso;Montanhas Cafeeiras de Minas;48.815;241;8;156;1008217.0;C
MG;São Tomé das Letras;Região Encantos de Minas;57.376;1.192;14;33;178819.0;C
MG;São Tiago;Trilha dos Inconfidentes;14.406;0;1;4;0.0;D
MG;São Vicente de Minas;Trilha dos Inconfidentes;7.494;82;2;6;0.0;D
MG;Sapucaí-Mirim;Serras Verdes do Sul de Minas;18.079;0;2;7;0.0;D
MG;Sardoá;Trilhas do Rio Doce;0;0;2;2;0.0;D
MG;Sem-Peixe;Montanhas e Fé;0;0;0;0;0.0;E
MG;Senador Amaral;Serras Verdes do Sul de Minas;0;0;0;0;0.0;E
MG;Senador José Bento;Serras Verdes do Sul de Minas;0;0;0;0;0.0;E
MG;Senhora de Oliveira;Villas e Fazendas de Minas;0;0;1;2;0.0;D
MG;Senhora do Porto;Trilhas do Rio Doce;0;0;0;0;0.0;D
MG;Senhora dos Remédios;Nascente do Rio Doce;0;0;0;0;0.0;E
MG;Sericita;Montanhas e Fé;0;0;0;0;0.0;D
MG;Serra Azul de Minas;Diamantes;0;0;0;0;0.0;E
MG;Serra da Saudade;Lago de Três Marias;0;0;0;0;0.0;E
MG;Serra dos Aimorés;Pedras Preciosas;0;0;0;0;0.0;E
MG;Serra do Salitre;Caminhos do Cerrado;7.914;112;2;25;0.0;D
MG;Serrania;Lago de Furnas;22.372;0;0;0;0.0;D
MG;Serranópolis de Minas;Serra Geral do Norte de Minas;0;322;0;0;0.0;D
MG;Serro;Diamantes;9.820;821;9;24;0.0;C
MG;Sete Lagoas;Grutas;112.022;3.646;26;204;1860113.0;B
MG;Setubinha;Pedras Preciosas;0;0;0;0;0.0;E
MG;Silvianópolis;Caminhos da Mantiqueira;0;0;0;0;0.0;E
MG;Simão Pereira;Caminho Novo;0;170;2;24;0.0;D
MG;Simonésia;Pico da Bandeira;21.129;0;1;1;0.0;D
MG;Sobrália;Trilhas do Rio Doce;0;364;0;0;0.0;D
MG;Soledade de Minas;Águas;7.914;0;2;35;0.0;D
MG;Tabuleiro;Caminhos Verdes de Minas;22.372;0;1;9;0.0;D
MG;Taiobeiras;Cachaça;756;231;3;6;0.0;D
MG;Tapira;Nascentes das Gerais e Canastra;0;0;1;1;0.0;D
MG;Teixeiras;Serras de Minas;43.814;182;4;12;0.0;C
MG;Teófilo Otoni;Pedras Preciosas;74.040;1.236;18;175;1489205.0;B
MG;Timóteo;Mata Atlântica de Minas;43.695;1.386;10;77;787428.0;C
MG;Tiradentes;Trilha dos Inconfidentes;66.573;7.012;72;407;4456298.0;B
MG;Tiros;Lago de Três Marias;7.914;182;2;2;0.0;D
MG;Tocos do Moji;Serras Verdes do Sul de Minas;0;0;0;0;0.0;E
MG;Toledo;Serras Verdes do Sul de Minas;0;0;1;1;0.0;D
MG;Três Corações;Águas;39.958;530;6;50;311361.0;C
MG;Três Marias;Lago de Três Marias;23.124;0;13;97;548791.0;C
MG;Três Pontas;Região Encantos de Minas;5.900;352;5;44;0.0;D
MG;Tumiritinga;Trilhas do Rio Doce;0;0;0;0;0.0;D
MG;Turmalina;Lago de Irapé;17.011;121;3;24;0.0;D
MG;Turvolândia;Lago de Furnas;7.914;0;0;0;0.0;D
MG;Ubá;Serras de Minas;14.420;652;10;77;745067.0;C
MG;Ubaporanga;Mata Atlântica de Minas;0;182;1;7;0.0;D
MG;Uberaba;Rota do Triângulo;169.288;5.554;41;593;5424041.0;B
MG;Uberlândia;Rota do Triângulo;584.716;18.732;54;907;15900000000000,00;A
MG;Unaí;Noroeste das Gerais e Alto Paranaíba;50.011;606;17;135;1137023.0;B
MG;Uruana de Minas;Noroeste das Gerais e Alto Paranaíba;0;0;0;0;0.0;E
MG;Urucânia;Montanhas e Fé;0;0;0;0;0.0;E
MG;Urucuia;Urucuia Grande Sertão;4.671;0;1;2;0.0;D
MG;Vargem Bonita;Nascentes das Gerais e Canastra;0;0;2;6;0.0;D
MG;Vargem Grande do Rio Pardo;Lago de Irapé;0;0;0;0;0.0;E
MG;Varginha;Região Encantos de Minas;46.879;1.605;21;198;1489818.0;B
MG;Varjão de Minas;Lago de Três Marias;25.053;0;1;4;0.0;D
MG;Várzea da Palma;Serra do Cabral;3.499;121;4;15;0.0;D
MG;Varzelândia;Sertão Gerais;22.656;0;0;0;0.0;D
MG;Vazante;Noroeste das Gerais e Alto Paranaíba;36.222;182;2;11;0.0;D
MG;Veredinha;Lago de Irapé;0;0;0;0;0.0;E
MG;Virgem da Lapa;Vale do Jequitinhonha;11.366;0;2;1;0.0;D
MG;Virginópolis;Trilhas do Rio Doce;0;0;2;7;0.0;D
MG;Virgolândia;Trilhas do Rio Doce;4.335;0;0;0;0.0;D
MG;Visconde do Rio Branco;Serras de Minas;6.685;0;3;15;0.0;D
MG;Volta Grande;Serras e Cachoeiras;22.372;0;0;0;0.0;D
PA;Abaetetuba;Região Turística do Tocantins;29.939;181;5;12;0.0;D
PA;Altamira;Região Turística Xingu;20.369;1.940;30;165;1274213.0;B
PA;Ananindeua;Região Turística de Belém;0;478;12;233;2387815.0;C
PA;Barcarena;Região Turística do Tocantins;55.785;864;9;147;1040839.0;C
PA;Belém;Região Turística de Belém;1.402.632;43.143;90;1.436;142000000000000,00;A
PA;Bom Jesus do Tocantins;Região Turística  Carajás;0;0;0;0;0.0;E
PA;Bragança;Região Turística Amazônia Atlântica Caeté;111.766;1.016;11;63;256369.0;C
PA;Breu Branco;Região Turística do Lago de Tucuruí;17.425;0;3;21;0.0;D
PA;Cachoeira do Arari;Região Turística dos Campos do Marajó;652;0;0;0;0.0;D
PA;Canaã dos Carajás;Região Turística  Carajás;20.900;64;18;97;1348797.0;C
PA;Castanhal;Região Turística Amazônia Atlântica Guamá;24.729;952;9;93;941031.0;C
PA;Curuçá;Região Turística Amazônia Atlântica Guamá;22.530;272;0;0;0.0;D
PA;Dom Eliseu;Região Turística do Capim;1.054;0;6;41;0.0;C
PA;Jacareacanga;Região Turística do Alto Tapajós;2.468;0;5;55;0.0;D
PA;Marabá;Região Turística  Carajás;358.588;3.666;36;366;1770427.0;B
PA;Marapanim;Região Turística Amazônia Atlântica Guamá;63.263;182;0;0;0.0;C
PA;Marituba;Região Turística de Belém;2.468;0;2;19;0.0;D
PA;Óbidos;Região Turística Rio Amazonas;36.532;0;3;10;0.0;D
PA;Paragominas;Região Turística do Capim;56.406;713;13;104;1202974.0;C
PA;Parauapebas;Região Turística  Carajás;200.040;926;34;278;2134923.0;B
PA;São Félix do Xingu;Região Turística do Araguaia;131.396;0;8;23;56090.0;C
PA;São Geraldo do Araguaia;Região Turística  Carajás;16.341;64;1;1;0.0;D
PA;São João do Araguaia;Região Turística  Carajás;912;0;1;1;0.0;D
PA;Soure;Região Turística dos Campos do Marajó;25.952;1.854;6;30;0.0;C
PA;Tomé-Açu;Região Turística do Capim;8.027;117;5;14;0.0;D
PA;Ulianópolis;Região Turística do Capim;0;0;1;6;0.0;D
PA;Vitória do Xingu;Região Turística Xingu;0;0;2;7;0.0;D
PB;Água Branca;Vale dos Sertões;756;0;0;0;0.0;D
PB;Alagoa Nova;Brejo;48.208;0;0;0;0.0;D
PB;Araruna;Curimataú;3.721;0;0;0;0.0;D
PB;Areia;Brejo;14.719;0;2;19;0.0;D
PB;Bananeiras;Brejo;16.135;0;3;38;0.0;D
PB;Baraúna;Fórum Regional de Turismo Sustentável do Seridó;0;0;0;0;0.0;E
PB;Belém;Brejo;6.609;0;0;0;0.0;D
PB;Borborema;Brejo;756;0;0;0;0.0;D
PB;Brejo do Cruz;Vale dos Sertões;4.543;127;0;0;0.0;D
PB;Cabaceiras;Cariri;4.136;0;1;1;0.0;D
PB;Cabedelo;Rota Sanhauá;17.550;621;4;13;537241.0;D
PB;Campina Grande;Serra da Borborema;461.667;4.608;31;425;3057423.0;B
PB;Caraúbas;Cariri;0;0;0;0;0.0;E
PB;Catolé do Rocha;Vale dos Sertões;20.254;182;1;4;0.0;D
PB;Conde;Costa das Falésias;20.694;783;21;193;1632929.0;B
PB;Congo;Cariri;0;0;0;0;0.0;E
PB;Dona Inês;Brejo;4.477;0;0;0;0.0;D
PB;Duas Estradas;Brejo;756;0;0;0;0.0;D
PB;Guarabira;Brejo;37.103;116;3;23;0.0;D
PB;Ingá;Vale do Paraíba;18.310;0;0;0;0.0;D
PB;Itabaiana;Vale do Paraíba;2.964;0;3;9;0.0;D
PB;Itapororoca;Vale do Mamanguape;2.964;0;0;0;0.0;D
PB;Itatuba;Vale do Paraíba;756;0;0;0;0.0;D
PB;João Pessoa;Rota Sanhauá;1.988.236;33.933;79;1.266;191000000000000,00;A
PB;Joca Claudino;Vale dos Dinossauros;0;936;0;0;0.0;D
PB;Mamanguape;Vale do Mamanguape;21.335;0;2;11;0.0;D
PB;Matinhas;Brejo;0;0;0;0;0.0;E
PB;Monte Horebe;Vale dos Dinossauros;0;0;0;0;0.0;E
PB;Monteiro;Cariri;21.747;0;5;16;0.0;D
PB;Natuba;Vale do Paraíba;0;0;0;0;0.0;E
PB;Pedras de Fogo;Vale do Paraíba;0;0;0;0;0.0;D
PB;Picuí;Fórum Regional de Turismo Sustentável do Seridó;0;97;2;4;0.0;D
PB;Pilar;Vale do Paraíba;14.127;182;0;0;0.0;D
PB;Pilõezinhos;Brejo;0;0;0;0;0.0;E
PB;Pitimbu;Costa das Falésias;24.797;427;3;22;0.0;D
PB;Pocinhos;Serra da Borborema;2.964;0;0;0;0.0;D
PB;Prata;Cariri;14.505;0;0;0;0.0;D
PB;Queimadas;Serra da Borborema;14.505;0;0;0;0.0;D
PB;Salgadinho;Vale dos Sertões;0;0;0;0;0.0;E
PB;São José dos Ramos;Vale do Paraíba;0;0;0;0;0.0;E
PB;São Miguel de Taipu;Vale do Paraíba;0;0;0;0;0.0;E
PB;São Sebastião do Umbuzeiro;Cariri;0;0;0;0;0.0;E
PB;Serra Grande;Vale dos Dinossauros;0;70;0;0;0.0;D
PB;Solânea;Brejo;12.426;0;3;12;0.0;D
PB;Sousa;Vale dos Dinossauros;68.389;0;4;36;0.0;C
PB;Sumé;Cariri;21.823;0;0;0;0.0;D
PB;Tacima;Curimataú;756;0;0;0;0.0;D
PB;Taperoá;Cariri;18.906;132;1;2;0.0;D
PR;Almirante Tamandaré;Rotas do Pinhão;0;0;3;51;641273.0;D
PR;Alto Piquiri;Caminho das Águas;25.587;0;1;5;0.0;D
PR;Ampére;Vales do Iguaçu;14.813;724;4;10;0.0;D
PR;Antonina;Litoral do Paraná;23.350;791;4;27;0.0;D
PR;Antônio Olinto;Sul do Paraná;0;0;1;4;0.0;D
PR;Apucarana;Vale do Ivaí;90.771;1.018;8;68;1141372.0;C
PR;Arapoti;Campos Gerais;30.721;291;4;25;0.0;D
PR;Araruna;Ecoaventuras, Histórias e Sabores;0;0;0;0;0.0;E
PR;Araucária;Rotas do Pinhão;6.648;0;10;66;799346.0;C
PR;Astorga;Encantos dos Ipês;2.317;0;2;14;0.0;D
PR;Balsa Nova;Rotas do Pinhão;0;0;4;14;0.0;D
PR;Bandeirantes;Norte Pioneiro;0;268;4;24;0.0;D
PR;Bituruna;Sul do Paraná;0;0;4;9;0.0;D
PR;Boa Ventura de São Roque;Entre Matas, Morros e Rios;0;0;0;0;0.0;E
PR;Boa Vista da Aparecida;Riquezas do Oeste;0;0;1;2;0.0;D
PR;Bom Sucesso;Vale do Ivaí;0;0;0;0;0.0;E
PR;Borrazópolis;Vale do Ivaí;0;0;1;6;0.0;D
PR;Braganey;Riquezas do Oeste;0;0;1;1;0.0;D
PR;Califórnia;Vale do Ivaí;13.569;0;0;0;0.0;D
PR;Cambé;Norte do Paraná;3.352;140;2;19;587274.0;D
PR;Cambira;Vale do Ivaí;0;0;1;2;0.0;D
PR;Campina Grande do Sul;Rotas do Pinhão;0;0;5;99;0.0;C
PR;Campo do Tenente;Rotas do Pinhão;2.473;0;0;0;0.0;D
PR;Campo Largo;Rotas do Pinhão;51.208;1.774;5;64;0.0;C
PR;Campo Magro;Rotas do Pinhão;0;182;2;27;0.0;D
PR;Campo Mourão;Ecoaventuras, Histórias e Sabores;99.147;1.583;14;170;1409295.0;B
PR;Capanema;Vales do Iguaçu;0;774;1;6;0.0;D
PR;Capitão Leônidas Marques;Riquezas do Oeste;0;0;3;11;0.0;D
PR;Cascavel;Riquezas do Oeste;494.928;26.427;40;418;7234823.0;B
PR;Castro;Campos Gerais;2.473;1.334;9;68;622695.0;C
PR;Chopinzinho;Vales do Iguaçu;21.611;64;2;4;0.0;D
PR;Colombo;Rotas do Pinhão;0;0;8;97;818247.0;C
PR;Colorado;Encantos dos Ipês;46.001;656;2;16;0.0;C
PR;Corbélia;Riquezas do Oeste;0;0;2;6;0.0;D
PR;Coronel Domingos Soares;Vales do Iguaçu;0;0;0;0;0.0;E
PR;Coronel Vivida;Vales do Iguaçu;4.657;296;3;16;0.0;D
PR;Cruzeiro do Iguaçu;Vales do Iguaçu;9.881;0;0;0;0.0;D
PR;Cruz Machado;Sul do Paraná;0;0;1;1;0.0;D
PR;Curitiba;Rotas do Pinhão;3.868.494;190.705;185;3.445;738000000000000,00;A
PR;Diamante do Norte;Encontro das Águas e Biomas;0;0;1;2;0.0;D
PR;Dois Vizinhos;Vales do Iguaçu;10.005;585;6;36;407239.0;C
PR;Faxinal;Vale do Ivaí;0;121;2;8;0.0;D
PR;Fazenda Rio Grande;Rotas do Pinhão;0;0;4;29;0.0;D
PR;Fênix;Ecoaventuras, Histórias e Sabores;0;0;1;8;0.0;D
PR;Fernandes Pinheiro;Terra dos Pinheirais;17.011;258;2;42;0.0;D
PR;Floresta;Encantos dos Ipês;0;258;0;0;0.0;D
PR;Foz do Iguaçu;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;1.107.641;595.662;151;5.044;960000000000000,00;A
PR;Foz do Jordão;Lagos e Colinas;0;1.703;1;3;0.0;D
PR;Francisco Beltrão;Vales do Iguaçu;48.096;1.392;11;104;919479.0;C
PR;General Carneiro;Sul do Paraná;0;67;3;7;0.0;D
PR;Goioerê;Ecoaventuras, Histórias e Sabores;39.344;764;3;17;0.0;C
PR;Guarapuava;Terra dos Pinheirais;250.161;7.617;27;298;2802926.0;B
PR;Guaraqueçaba;Litoral do Paraná;7.375;376;3;4;0.0;D
PR;Guaratuba;Litoral do Paraná;300.792;13.870;25;265;1241365.0;B
PR;Honório Serpa;Vales do Iguaçu;0;0;0;0;0.0;D
PR;Iguaraçu;Encantos dos Ipês;0;0;1;23;0.0;D
PR;Inajá;Águas do Arenito Caiuá;0;0;0;0;0.0;E
PR;Irati;Terra dos Pinheirais;34.562;1.778;9;60;404095.0;C
PR;Iretama;Ecoaventuras, Histórias e Sabores;13.124;84;1;348;0.0;C
PR;Itaguajé;Encantos dos Ipês;9.881;0;0;0;0.0;D
PR;Itapejara d'Oeste;Vales do Iguaçu;0;0;1;7;0.0;D
PR;Ivaiporã;Vale do Ivaí;58.786;349;5;31;0.0;C
PR;Jaguariaíva;Campos Gerais;0;726;9;68;397756.0;C
PR;Jardim Alegre;Vale do Ivaí;0;0;0;0;0.0;D
PR;Jardim Olinda;Corredores das Águas;0;0;0;0;0.0;E
PR;Juranda;Ecoaventuras, Histórias e Sabores;0;182;2;9;0.0;D
PR;Lapa;Rotas do Pinhão;17.011;796;7;12;77292.0;C
PR;Lidianópolis;Vale do Ivaí;0;0;0;0;0.0;E
PR;Loanda;Encontro das Águas e Biomas;33.680;0;3;16;0.0;D
PR;Londrina;Norte do Paraná;695.250;26.665;37;572;138000000000000,00;A
PR;Lunardelli;Vale do Ivaí;0;258;0;0;0.0;D
PR;Mallet;Terra dos Pinheirais;4.945;0;1;46;0.0;D
PR;Mandaguari;Corredores das Águas;3.352;333;1;7;0.0;D
PR;Mandirituba;Rotas do Pinhão;3.352;0;1;1;0.0;D
PR;Mangueirinha;Vales do Iguaçu;0;0;3;8;0.0;D
PR;Manoel Ribas;Entre Matas, Morros e Rios;20.944;0;1;1;0.0;D
PR;Marechal Cândido Rondon;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;3.872;3.169;5;25;458012.0;D
PR;Marilena;Encontro das Águas e Biomas;0;112;0;0;0.0;D
PR;Maringá;Encantos dos Ipês;563.477;19.854;35;672;7250512.0;B
PR;Mato Rico;Entre Matas, Morros e Rios;11.214;0;0;0;0.0;D
PR;Medianeira;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;1.305;4.244;4;19;0.0;D
PR;Moreira Sales;Ecoaventuras, Histórias e Sabores;0;0;1;2;0.0;D
PR;Morretes;Litoral do Paraná;14.765;1.355;11;57;202463.0;C
PR;Munhoz de Melo;Corredores das Águas;0;0;0;0;0.0;E
PR;Nova Cantu;Ecoaventuras, Histórias e Sabores;6.316;0;0;0;0.0;D
PR;Nova Londrina;Encontro das Águas e Biomas;6.127;198;2;21;0.0;D
PR;Nova Tebas;Entre Matas, Morros e Rios;0;0;0;0;0.0;D
PR;Ortigueira;Campos Gerais;20.363;0;3;13;0.0;D
PR;Paiçandu;Encantos dos Ipês;0;0;2;15;0.0;D
PR;Palmeira;Campos Gerais;4.945;116;6;27;197322.0;D
PR;Palmital;Entre Matas, Morros e Rios;0;258;2;2;0.0;D
PR;Palotina;Riquezas do Oeste;8.543;1.013;4;40;0.0;D
PR;Paranacity;Encantos dos Ipês;0;549;1;1;0.0;D
PR;Paranaguá;Litoral do Paraná;198.623;13.673;50;223;2311120.0;B
PR;Paranavaí;Águas do Arenito Caiuá;29.113;1.631;8;83;0.0;C
PR;Pato Branco;Vales do Iguaçu;69.704;1.926;18;151;1473253.0;B
PR;Paula Freitas;Sul do Paraná;0;0;0;0;0.0;E
PR;Paulo Frontin;Sul do Paraná;0;0;0;0;0.0;D
PR;Peabiru;Ecoaventuras, Histórias e Sabores;3.352;0;1;1;0.0;D
PR;Pinhais;Rotas do Pinhão;0;0;3;5;0.0;D
PR;Pinhão;Sul do Paraná;6.070;0;2;14;0.0;D
PR;Piraí do Sul;Campos Gerais;0;0;2;3;0.0;D
PR;Piraquara;Rotas do Pinhão;0;0;2;52;0.0;D
PR;Pitanga;Entre Matas, Morros e Rios;20.504;0;7;22;0.0;C
PR;Planaltina do Paraná;Encontro das Águas e Biomas;2.317;0;0;0;0.0;D
PR;Ponta Grossa;Campos Gerais;114.198;7.283;34;361;5384713.0;B
PR;Pontal do Paraná;Litoral do Paraná;183.320;2.877;11;47;183676.0;B
PR;Porecatu;Norte do Paraná;29.397;0;2;3;0.0;D
PR;Porto Amazonas;Campos Gerais;0;0;0;0;0.0;E
PR;Porto Barreiro;Lagos e Colinas;0;375;0;0;0.0;D
PR;Porto Rico;Encontro das Águas e Biomas;29.643;182;4;17;0.0;D
PR;Porto Vitória;Sul do Paraná;0;0;0;0;0.0;E
PR;Primeiro de Maio;Norte do Paraná;10.817;121;2;3;0.0;D
PR;Prudentópolis;Terra dos Pinheirais;17.039;690;6;29;0.0;C
PR;Quatro Barras;Rotas do Pinhão;0;75;4;50;0.0;D
PR;Querência do Norte;Encontro das Águas e Biomas;0;0;1;5;0.0;D
PR;Reserva do Iguaçu;Lagos e Colinas;0;473;1;0;0.0;D
PR;Ribeirão Claro;Norte Pioneiro;2.350;111;1;3;0.0;D
PR;Rio Bom;Vale do Ivaí;0;0;1;1;0.0;D
PR;Rio Branco do Ivaí;Entre Matas, Morros e Rios;0;0;0;0;0.0;D
PR;Rio Negro;Rotas do Pinhão;15.578;0;3;19;0.0;D
PR;Rolândia;Norte do Paraná;25.587;553;2;23;0.0;D
PR;Roncador;Entre Matas, Morros e Rios;16.041;0;1;2;0.0;D
PR;Rosário do Ivaí;Vale do Ivaí;4.903;0;0;0;0.0;D
PR;Salgado Filho;Vales do Iguaçu;0;0;0;0;0.0;E
PR;Santa Fé;Encantos dos Ipês;0;120;2;10;0.0;D
PR;Santa Isabel do Ivaí;Encontro das Águas e Biomas;0;231;1;5;0.0;D
PR;Santa Lúcia;Riquezas do Oeste;0;0;0;0;0.0;E
PR;Santa Maria do Oeste;Entre Matas, Morros e Rios;17.011;0;0;0;0.0;D
PR;Santo Antônio da Platina;Norte Pioneiro;18.833;761;8;47;0.0;C
PR;Santo Antônio do Sudoeste;Vales do Iguaçu;36.773;258;3;12;0.0;D
PR;Santo Inácio;Corredores das Águas;0;0;2;7;0.0;D
PR;São João;Vales do Iguaçu;0;258;0;0;0.0;D
PR;São João do Ivaí;Vale do Ivaí;27.937;0;1;8;0.0;D
PR;São José dos Pinhais;Rotas do Pinhão;17.209;361;20;199;3605830.0;B
PR;São Manoel do Paraná;Cinturão Verde;0;0;0;0;0.0;E
PR;São Mateus do Sul;Sul do Paraná;5.741;353;9;46;224751.0;C
PR;São Pedro do Paraná;Encontro das Águas e Biomas;0;241;0;0;0.0;D
PR;Sapopema;Norte do Paraná;0;0;1;0;0.0;D
PR;Sarandi;Corredores das Águas;8.042;0;3;25;0.0;D
PR;Sengés;Campos Gerais;0;0;1;9;0.0;D
PR;Sertaneja;Norte do Paraná;0;0;1;1;0.0;D
PR;Siqueira Campos;Norte Pioneiro;5.282;141;3;16;0.0;D
PR;Sulina;Vales do Iguaçu;18.117;67;1;18;0.0;D
PR;Terra Boa;Ecoaventuras, Histórias e Sabores;9.881;120;1;1;0.0;D
PR;Terra Rica;Águas do Arenito Caiuá;7.956;0;2;10;0.0;D
PR;Tibagi;Campos Gerais;12.354;149;8;38;348812.0;C
PR;Tijucas do Sul;Rotas do Pinhão;2.473;0;2;66;0.0;D
PR;Toledo;Riquezas do Oeste;201.066;7.817;18;159;1959796.0;B
PR;Três Barras do Paraná;Riquezas do Oeste;0;258;1;2;0.0;D
PR;Turvo;Entre Matas, Morros e Rios;9.881;0;1;0;0.0;D
PR;Umuarama;Caminho das Águas;134.223;2.060;15;157;1547428.0;B
PR;União da Vitória;Sul do Paraná;4.436;2.290;5;44;526870.0;D
PR;Vera Cruz do Oeste;Riquezas do Oeste;0;0;1;2;0.0;D
PR;Verê;Vales do Iguaçu;29.771;0;3;90;0.0;C
PE;Afogados da Ingazeira;TERRITÓRIO DA POESIA E DA CANTORIA;54.616;125;5;43;0.0;C
PE;Afrânio;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;21.502;0;2;10;0.0;D
PE;Agrestina;ENCANTOS DO AGRESTE;6.316;170;0;0;0.0;D
PE;Águas Belas;FÉ E ARTE;676;282;2;1;0.0;D
PE;Alagoinha;FÉ E ARTE;0;170;0;0;0.0;D
PE;Aliança;ENGENHOS E MARACATUS;4.542;0;1;5;0.0;D
PE;Altinho;ENCANTOS DO AGRESTE;16.881;0;0;0;0.0;D
PE;Arcoverde;FÉ E ARTE;141.213;472;13;177;0.0;B
PE;Barreiros;Rota 60 - Litoral Sul;11.284;0;2;3;0.0;D
PE;Belém do São Francisco;ILHAS E LAGOS DO SÃO FRANCISCO;7.240;0;1;7;0.0;D
PE;Belo Jardim;FÉ E ARTE;84.512;132;5;56;0.0;C
PE;Bezerros;SERRAS E ARTES DE PERNAMBUCO;55.775;98;6;43;0.0;C
PE;Bodocó;CHAPADA DO ARARIPE GONZAGUEANO;0;0;1;4;0.0;D
PE;Bonito;SERRAS E ARTES DE PERNAMBUCO;116.617;121;8;55;180997.0;C
PE;Brejo da Madre de Deus;MODA E ECOTURISMO;25.038;217;2;19;0.0;D
PE;Buíque;FÉ E ARTE;20.821;108;1;1;0.0;D
PE;Cabo de Santo Agostinho;Rota 60 - Litoral Sul;112.480;1.274;21;408;7620706.0;B
PE;Cabrobó;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;3.499;139;4;18;0.0;D
PE;Cachoeirinha;FÉ E ARTE;16.707;0;0;0;0.0;D
PE;Camaragibe;ENGENHOS E MARACATUS;6.298;286;3;52;0.0;D
PE;Carnaubeira da Penha;ILHAS E LAGOS DO SÃO FRANCISCO;0;0;0;0;0.0;E
PE;Caruaru;SERRAS E ARTES DE PERNAMBUCO;693.464;2.653;28;397;3597999.0;B
PE;Catende;ÁGUAS DA MATA SUL;37.489;0;0;0;0.0;D
PE;Chã Grande;SERRAS E ARTES DE PERNAMBUCO;903;0;1;3;0.0;D
PE;Cortês;ÁGUAS DA MATA SUL;4.846;0;0;0;0.0;D
PE;Cupira;ENCANTOS DO AGRESTE;19.351;0;1;1;0.0;D
PE;Dormentes;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;18.003;0;0;0;0.0;D
PE;Exu;CHAPADA DO ARARIPE GONZAGUEANO;24.994;0;0;0;0.0;D
PE;Feira Nova;Encantos da Nossa Gente: Serras, Raízes Culturais,;4.846;0;0;0;0.0;D
PE;Fernando de Noronha;HISTÓRIA E MAR;125.670;8.062;76;597;1040000000000,00;B
PE;Flores;CANGAÇO E LAMPIÃO;8.345;0;0;0;0.0;D
PE;Floresta;ILHAS E LAGOS DO SÃO FRANCISCO;14.834;0;3;9;0.0;D
PE;Garanhuns;FÉ E ARTE;247.991;1.248;25;192;1065720.0;B
PE;Goiana;COSTA NÁUTICA COROA DO AVIÃO;130.850;379;9;35;437235.0;C
PE;Granito;CHAPADA DO ARARIPE GONZAGUEANO;0;0;0;0;0.0;E
PE;Gravatá;SERRAS E ARTES DE PERNAMBUCO;211.852;634;13;323;2979984.0;B
PE;Igarassu;COSTA NÁUTICA COROA DO AVIÃO;25.667;515;2;26;0.0;D
PE;Ilha de Itamaracá;COSTA NÁUTICA COROA DO AVIÃO;158.368;355;6;55;0.0;C
PE;Ipojuca;Rota 60 - Litoral Sul;515.092;94.117;131;4.270;562000000000000,00;A
PE;Itacuruba;ILHAS E LAGOS DO SÃO FRANCISCO;0;0;0;0;0.0;E
PE;Itambé;ENGENHOS E MARACATUS;3.756;0;1;3;0.0;D
PE;Itapissuma;COSTA NÁUTICA COROA DO AVIÃO;0;0;0;0;0.0;E
PE;Jaboatão dos Guararapes;HISTÓRIA E MAR;75.315;1.347;21;331;4179260.0;B
PE;Jatobá;ILHAS E LAGOS DO SÃO FRANCISCO;0;0;0;0;0.0;E
PE;Lagoa do Carro;ENGENHOS E MARACATUS;15.408;0;2;3;0.0;D
PE;Lagoa de Itaenga;Encantos da Nossa Gente: Serras, Raízes Culturais,;14.505;0;0;0;0.0;D
PE;Lagoa dos Gatos;ENCANTOS DO AGRESTE;48.799;108;0;0;0.0;D
PE;Lagoa Grande;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;0;0;2;4;0.0;D
PE;Lajedo;FÉ E ARTE;10.601;0;0;0;0.0;D
PE;Limoeiro;Encantos da Nossa Gente: Serras, Raízes Culturais,;13.004;124;7;36;135425.0;C
PE;Moreno;SERRAS E ARTES DE PERNAMBUCO;9.692;0;1;22;0.0;D
PE;Nazaré da Mata;ENGENHOS E MARACATUS;19.659;0;1;3;0.0;D
PE;Olinda;COSTA NÁUTICA COROA DO AVIÃO;173.519;10.489;25;350;3309224.0;B
PE;Orocó;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;3.499;0;0;0;0.0;D
PE;Panelas;ENCANTOS DO AGRESTE;8.122;0;0;0;0.0;D
PE;Paranatama;FÉ E ARTE;0;0;0;0;0.0;E
PE;Passira;Encantos da Nossa Gente: Serras, Raízes Culturais,;1.806;0;1;4;0.0;D
PE;Paudalho;ENGENHOS E MARACATUS;10.151;0;2;9;0.0;D
PE;Paulista;COSTA NÁUTICA COROA DO AVIÃO;52.190;526;10;168;1171442.0;C
PE;Pesqueira;FÉ E ARTE;38.929;358;7;55;0.0;C
